,img_name,tooth_id,quad,index,center_x_wrong,center_y_wrong,width_wrong,height_wrong,wrong_quadrant,wrong_order,manual_bad_bounding_box,manual_ok,image_link
10028,talented-rebel-defiant-squealing-clear-singer_38e72d545ed30b627e32f9d43e57dac3.jpg,f_2_8,2,8,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/talented-rebel-defiant-squealing-clear-singer_38e72d545ed30b627e32f9d43e57dac3.jpg
10089,afraid-dead-mindless-deranged-standing-sink_c7267ab3b415251a6b15fbf81a071837.jpg,f_1_7,1,7,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/afraid-dead-mindless-deranged-standing-sink_c7267ab3b415251a6b15fbf81a071837.jpg
10118,exotic-quizzical-spotty-rainy-annoying-beat_768fc84f30946b9042b0a45770dc8cb3.jpg,m_1_8,1,8,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/exotic-quizzical-spotty-rainy-annoying-beat_768fc84f30946b9042b0a45770dc8cb3.jpg
10158,ablaze-filthy-ugliest-serious-ubiquitous-possible_714953ba19877f3ed459acf464050a60.jpg,f_2_1,2,1,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/ablaze-filthy-ugliest-serious-ubiquitous-possible_714953ba19877f3ed459acf464050a60.jpg
10173,ablaze-filthy-ugliest-serious-ubiquitous-possible_714953ba19877f3ed459acf464050a60.jpg,f_1_8,1,8,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/ablaze-filthy-ugliest-serious-ubiquitous-possible_714953ba19877f3ed459acf464050a60.jpg
10174,ablaze-filthy-ugliest-serious-ubiquitous-possible_714953ba19877f3ed459acf464050a60.jpg,f_3_1,3,1,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/ablaze-filthy-ugliest-serious-ubiquitous-possible_714953ba19877f3ed459acf464050a60.jpg
10175,ablaze-filthy-ugliest-serious-ubiquitous-possible_714953ba19877f3ed459acf464050a60.jpg,f_3_2,3,2,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/ablaze-filthy-ugliest-serious-ubiquitous-possible_714953ba19877f3ed459acf464050a60.jpg
10176,ablaze-filthy-ugliest-serious-ubiquitous-possible_714953ba19877f3ed459acf464050a60.jpg,f_3_3,3,3,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/ablaze-filthy-ugliest-serious-ubiquitous-possible_714953ba19877f3ed459acf464050a60.jpg
10182,ablaze-filthy-ugliest-serious-ubiquitous-possible_714953ba19877f3ed459acf464050a60.jpg,f_4_1,4,1,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/ablaze-filthy-ugliest-serious-ubiquitous-possible_714953ba19877f3ed459acf464050a60.jpg
10183,ablaze-filthy-ugliest-serious-ubiquitous-possible_714953ba19877f3ed459acf464050a60.jpg,f_4_2,4,2,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/ablaze-filthy-ugliest-serious-ubiquitous-possible_714953ba19877f3ed459acf464050a60.jpg
11021,swift-pumped-quarrelsome-strange-elfin-court_df0a42254f1b0c525bf0880f8ed4f540.jpg,f_2_7,2,7,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/swift-pumped-quarrelsome-strange-elfin-court_df0a42254f1b0c525bf0880f8ed4f540.jpg
11717,resolute-rhetorical-modern-magenta-cynical-perception_41c6f0137997350931815a5600643f08.jpg,f_1_3,1,3,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/resolute-rhetorical-modern-magenta-cynical-perception_41c6f0137997350931815a5600643f08.jpg
11860,necessary-round-substantial-actually-flawless-tone_a8fb0c10d74a3bea444e157d78a6dfde.jpg,m_2_6,2,6,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/necessary-round-substantial-actually-flawless-tone_a8fb0c10d74a3bea444e157d78a6dfde.jpg
12256,vigorous-dead-sordid-lazy-aboriginal-kid_6da99bc900bb6ed1c895e2968fffe7c4.jpg,m_4_1,4,1,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/vigorous-dead-sordid-lazy-aboriginal-kid_6da99bc900bb6ed1c895e2968fffe7c4.jpg
12611,victorious-questionable-keen-frightening-thankful-pack_50e5bccd99aa1109d796a74a8ca59b09.jpg,f_1_3,1,3,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/victorious-questionable-keen-frightening-thankful-pack_50e5bccd99aa1109d796a74a8ca59b09.jpg
12737,warlike-futuristic-needy-shut-labored-item_6f6b3bb06fcd1c2901e828e188062f92.jpg,f_2_1,2,1,False,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/warlike-futuristic-needy-shut-labored-item_6f6b3bb06fcd1c2901e828e188062f92.jpg
12800,enchanting-ambiguous-internal-finicky-rampant-variety_7ed59d5b5a73348837348b6bbf1dd49d.jpg,f_2_4,2,4,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/enchanting-ambiguous-internal-finicky-rampant-variety_7ed59d5b5a73348837348b6bbf1dd49d.jpg
12865,annoyed-nondescript-homeless-cute-ragged-flower_73052eb7a4ca3d405e88e75e0d53cfa4.jpg,f_1_2,1,2,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/annoyed-nondescript-homeless-cute-ragged-flower_73052eb7a4ca3d405e88e75e0d53cfa4.jpg
12980,abrasive-available-valuable-nimble-even-reading_21710c65aa233b19773d450e687dd300.jpg,f_3_1,3,1,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/abrasive-available-valuable-nimble-even-reading_21710c65aa233b19773d450e687dd300.jpg
12981,abrasive-available-valuable-nimble-even-reading_21710c65aa233b19773d450e687dd300.jpg,f_3_2,3,2,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/abrasive-available-valuable-nimble-even-reading_21710c65aa233b19773d450e687dd300.jpg
12988,abrasive-available-valuable-nimble-even-reading_21710c65aa233b19773d450e687dd300.jpg,f_4_1,4,1,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/abrasive-available-valuable-nimble-even-reading_21710c65aa233b19773d450e687dd300.jpg
13027,sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg,f_2_1,2,1,True,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg
13028,sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg,f_2_2,2,2,True,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg
13029,sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg,f_2_3,2,3,True,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg
13030,sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg,f_2_4,2,4,True,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg
13031,sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg,f_2_5,2,5,True,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg
13032,sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg,f_2_6,2,6,True,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg
13033,sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg,f_2_7,2,7,True,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg
13034,sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg,f_1_1,1,1,True,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg
13035,sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg,f_1_2,1,2,True,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg
13036,sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg,f_1_3,1,3,True,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg
13037,sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg,f_1_4,1,4,True,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg
13038,sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg,f_1_5,1,5,True,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg
13039,sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg,f_1_6,1,6,True,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg
13040,sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg,f_1_7,1,7,True,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg
13041,sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg,f_1_8,1,8,True,True,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg
13042,sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg,f_3_1,3,1,True,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg
13043,sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg,f_3_2,3,2,True,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg
13044,sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg,f_3_3,3,3,True,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg
13045,sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg,f_3_4,3,4,True,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg
13046,sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg,f_3_5,3,5,True,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg
13047,sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg,f_3_6,3,6,True,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg
13048,sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg,f_3_7,3,7,True,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg
13049,sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg,f_3_8,3,8,True,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg
13050,sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg,f_4_1,4,1,True,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg
13051,sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg,f_4_2,4,2,True,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg
13052,sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg,f_4_3,4,3,True,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg
13053,sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg,f_4_4,4,4,True,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg
13054,sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg,f_4_5,4,5,True,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg
13055,sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg,f_4_6,4,6,True,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg
13056,sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg,f_4_7,4,7,True,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg
13057,sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg,f_4_8,4,8,True,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/sneaky-dear-incompetent-synonymous-womanly-vegetable_76b2bb9e7a83275ee501e5a818e23a9a.jpg
13123,crazy-imminent-royal-thankful-fast-historian_d66d88b152ffb24b3b9dded69efc97de.jpg,m_2_4,2,4,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/crazy-imminent-royal-thankful-fast-historian_d66d88b152ffb24b3b9dded69efc97de.jpg
13148,entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg,f_2_1,2,1,True,True,True,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg
13149,entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg,f_2_2,2,2,True,True,True,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg
13150,entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg,f_2_3,2,3,True,True,True,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg
13151,entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg,f_2_4,2,4,True,True,True,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg
13152,entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg,f_2_5,2,5,True,True,True,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg
13153,entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg,f_2_6,2,6,True,True,True,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg
13154,entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg,f_2_7,2,7,True,True,True,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg
13155,entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg,f_2_8,2,8,True,True,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg
13156,entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg,f_1_1,1,1,True,True,True,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg
13157,entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg,f_1_2,1,2,True,True,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg
13158,entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg,f_1_3,1,3,True,True,True,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg
13159,entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg,f_1_4,1,4,True,True,True,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg
13160,entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg,f_1_5,1,5,True,True,True,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg
13161,entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg,f_1_6,1,6,True,True,True,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg
13162,entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg,f_1_7,1,7,True,True,True,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg
13163,entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg,f_1_8,1,8,True,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg
13164,entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg,f_3_1,3,1,True,True,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg
13165,entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg,f_3_2,3,2,True,True,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg
13166,entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg,f_3_3,3,3,True,True,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg
13167,entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg,f_3_4,3,4,True,True,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg
13168,entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg,f_3_5,3,5,True,True,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg
13169,entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg,f_3_6,3,6,True,True,True,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg
13170,entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg,f_3_7,3,7,True,True,True,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg
13171,entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg,f_3_8,3,8,True,True,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg
13172,entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg,f_4_1,4,1,True,True,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg
13173,entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg,f_4_2,4,2,True,True,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg
13174,entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg,f_4_3,4,3,True,True,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg
